Order_ID,Category,Sub_Category
CA-2015-128846,"Technology,Office Supplies","Phones,Paper"
CA-2015-139542,"Technology,Office Supplies","Accessories,Binders"
CA-2015-152345,"Technology,Office Supplies","Phones,Storage"
CA-2015-152618,"Technology,Office Supplies","Machines,Paper"
CA-2015-153983,"Technology,Office Supplies","Phones,Fasteners"
CA-2015-157644,"Technology,Office Supplies","Accessories,Labels"
CA-2015-160773,"Technology,Office Supplies","Phones,Binders"
CA-2015-166590,"Technology,Office Supplies","Accessories,Paper"
CA-2015-167850,"Technology,Office Supplies","Phones,Paper"
CA-2016-101091,"Technology,Office Supplies","Accessories,Binders"
CA-2016-102855,"Technology,Office Supplies","Accessories,Art"
CA-2016-105221,"Technology,Office Supplies","Accessories,Fasteners"
CA-2016-105613,"Technology,Office Supplies","Accessories,Appliances"
CA-2016-110632,"Technology,Office Supplies","Accessories,Storage"
CA-2016-110870,"Technology,Office Supplies","Accessories,Supplies"
CA-2016-112375,"Technology,Office Supplies","Accessories,Envelopes"
CA-2016-115392,"Technology,Office Supplies","Phones,Binders"
CA-2016-117884,"Technology,Office Supplies","Accessories,Storage"
CA-2016-125234,"Technology,Office Supplies","Accessories,Paper"
CA-2016-129112,"Technology,Office Supplies","Accessories,Binders"
CA-2016-131534,"Technology,Office Supplies","Accessories,Paper"
CA-2016-141040,"Technology,Office Supplies","Phones,Paper"
CA-2016-142993,"Technology,Office Supplies","Accessories,Storage"
CA-2016-145835,"Technology,Office Supplies","Phones,Fasteners"
CA-2016-149566,"Technology,Office Supplies","Accessories,Labels"
CA-2016-151253,"Technology,Office Supplies","Phones,Art"
CA-2016-153108,"Technology,Office Supplies","Phones,Appliances"
CA-2016-155761,"Technology,Office Supplies","Accessories,Storage"
CA-2016-163237,"Technology,Office Supplies","Phones,Labels"
CA-2016-164007,"Technology,Office Supplies","Accessories,Appliances"
CA-2016-164336,"Technology,Office Supplies","Accessories,Storage"
CA-2016-166464,"Technology,Office Supplies","Copiers,Labels"
CA-2016-169796,"Technology,Office Supplies","Machines,Storage"
CA-2017-102162,"Technology,Office Supplies","Copiers,Envelopes"
CA-2017-106894,"Technology,Office Supplies","Accessories,Labels"
CA-2017-108581,"Technology,Office Supplies","Accessories,Paper"
CA-2017-109722,"Technology,Office Supplies","Phones,Storage"
CA-2017-111794,"Technology,Office Supplies","Accessories,Paper"
CA-2017-111976,"Technology,Office Supplies","Phones,Fasteners"
CA-2017-113607,"Technology,Office Supplies","Phones,Paper"
CA-2017-115476,"Technology,Office Supplies","Phones,Binders"
CA-2017-118255,"Technology,Office Supplies","Accessories,Binders"
CA-2017-124667,"Technology,Office Supplies","Accessories,Storage"
CA-2017-128517,"Technology,Office Supplies","Phones,Binders"
CA-2017-129238,"Technology,Office Supplies","Phones,Paper"
CA-2017-134110,"Technology,Office Supplies","Phones,Paper"
CA-2017-144911,"Technology,Office Supplies","Accessories,Binders"
CA-2017-145135,"Technology,Office Supplies","Accessories,Paper"
CA-2017-147256,"Technology,Office Supplies","Phones,Appliances"
CA-2017-147375,"Technology,Office Supplies","Machines,Paper"
CA-2017-152471,"Technology,Office Supplies","Phones,Paper"
CA-2017-153178,"Technology,Office Supplies","Phones,Binders"
CA-2017-155138,"Technology,Office Supplies","Accessories,Paper"
CA-2017-155474,"Technology,Office Supplies","Phones,Binders"
CA-2017-155978,"Technology,Office Supplies","Phones,Appliances"
CA-2017-156685,"Technology,Office Supplies","Phones,Art"
CA-2017-159142,"Technology,Office Supplies","Phones,Paper"
CA-2017-159212,"Technology,Office Supplies","Phones,Envelopes"
CA-2017-161816,"Technology,Office Supplies","Phones,Labels"
CA-2017-161907,"Technology,Office Supplies","Phones,Supplies"
CA-2017-166163,"Technology,Office Supplies","Phones,Labels"
CA-2017-166226,"Technology,Office Supplies","Phones,Appliances"
CA-2017-166282,"Technology,Office Supplies","Accessories,Paper"
CA-2017-166618,"Technology,Office Supplies","Phones,Art"
CA-2017-168753,"Technology,Office Supplies","Phones,Binders"
CA-2018-101434,"Technology,Office Supplies","Accessories,Labels"
CA-2018-102309,"Technology,Office Supplies","Accessories,Paper"
CA-2018-107748,"Technology,Office Supplies","Phones,Paper"
CA-2018-107909,"Technology,Office Supplies","Accessories,Binders"
CA-2018-110821,"Technology,Office Supplies","Accessories,Storage"
CA-2018-111269,"Technology,Office Supplies","Accessories,Art"
CA-2018-112431,"Technology,Office Supplies","Accessories,Art"
CA-2018-113453,"Technology,Office Supplies","Phones,Storage"
CA-2018-115119,"Technology,Office Supplies","Phones,Binders"
CA-2018-115546,"Technology,Office Supplies","Phones,Storage"
CA-2018-117114,"Technology,Office Supplies","Phones,Envelopes"
CA-2018-119424,"Technology,Office Supplies","Phones,Paper"
CA-2018-122077,"Technology,Office Supplies","Phones,Labels"
CA-2018-123372,"Technology,Office Supplies","Phones,Envelopes"
CA-2018-126536,"Technology,Office Supplies","Accessories,Binders"
CA-2018-126928,"Technology,Office Supplies","Machines,Storage"
CA-2018-127705,"Technology,Office Supplies","Phones,Storage"
CA-2018-128300,"Technology,Office Supplies","Phones,Binders"
CA-2018-131366,"Technology,Office Supplies","Phones,Paper"
CA-2018-132934,"Technology,Office Supplies","Accessories,Binders"
CA-2018-134096,"Technology,Office Supplies","Phones,Binders"
CA-2018-134152,"Technology,Office Supplies","Accessories,Art"
CA-2018-134404,"Technology,Office Supplies","Phones,Art"
CA-2018-136623,"Technology,Office Supplies","Phones,Binders"
CA-2018-138611,"Technology,Office Supplies","Phones,Binders"
CA-2018-140802,"Technology,Office Supplies","Accessories,Paper"
CA-2018-144526,"Technology,Office Supplies","Phones,Binders"
CA-2018-144694,"Technology,Office Supplies","Accessories,Labels"
CA-2018-145219,"Technology,Office Supplies","Copiers,Binders"
CA-2018-147354,"Technology,Office Supplies","Copiers,Binders"
CA-2018-150623,"Technology,Office Supplies","Accessories,Storage"
CA-2018-151855,"Technology,Office Supplies","Accessories,Binders"
CA-2018-155558,"Technology,Office Supplies","Accessories,Labels"
CA-2018-156363,"Technology,Office Supplies","Phones,Envelopes"
CA-2018-161459,"Technology,Office Supplies","Phones,Paper"
CA-2018-161893,"Technology,Office Supplies","Accessories,Binders"
CA-2018-162015,"Technology,Office Supplies","Accessories,Appliances"
CA-2018-162033,"Technology,Office Supplies","Accessories,Fasteners"
CA-2018-162572,"Technology,Office Supplies","Accessories,Art"
CA-2018-162691,"Technology,Office Supplies","Machines,Paper"
CA-2018-166128,"Technology,Office Supplies","Accessories,Art"
CA-2018-166898,"Technology,Office Supplies","Phones,Paper"
CA-2018-168655,"Technology,Office Supplies","Accessories,Binders"
US-2015-105137,"Technology,Office Supplies","Machines,Binders"
US-2015-117170,"Technology,Office Supplies","Accessories,Paper"
US-2016-136987,"Technology,Office Supplies","Copiers,Paper"
US-2017-113677,"Technology,Office Supplies","Phones,Labels"
US-2017-123610,"Technology,Office Supplies","Accessories,Appliances"
US-2017-169369,"Technology,Office Supplies","Accessories,Paper"
US-2018-101840,"Technology,Office Supplies","Phones,Binders"
US-2018-103247,"Technology,Office Supplies","Phones,Binders"
US-2018-106131,"Technology,Office Supplies","Accessories,Storage"
US-2018-115252,"Technology,Office Supplies","Phones,Paper"
US-2018-122672,"Technology,Office Supplies","Accessories,Storage"
US-2018-129777,"Technology,Office Supplies","Accessories,Paper"
US-2018-136679,"Technology,Office Supplies","Accessories,Art"
US-2018-143770,"Technology,Office Supplies","Accessories,Paper"
US-2018-155999,"Technology,Office Supplies","Phones,Binders"
US-2018-158505,"Technology,Office Supplies","Phones,Art"
US-2018-168116,"Technology,Office Supplies","Machines,Appliances"
CA-2015-100706,"Technology,Furniture","Accessories,Furnishings"
CA-2015-101602,"Technology,Furniture","Phones,Chairs"
CA-2015-105984,"Technology,Furniture","Phones,Chairs"
CA-2015-109491,"Technology,Furniture","Accessories,Furnishings"
CA-2015-109897,"Technology,Furniture","Phones,Furnishings"
CA-2016-102316,"Technology,Furniture","Phones,Chairs"
CA-2016-104129,"Technology,Furniture","Phones,Tables"
CA-2016-109862,"Technology,Furniture","Phones,Chairs"
CA-2016-113152,"Technology,Furniture","Accessories,Bookcases"
CA-2016-114300,"Technology,Furniture","Phones,Chairs"
CA-2016-115567,"Technology,Furniture","Accessories,Chairs"
CA-2016-117800,"Technology,Furniture","Phones,Chairs"
CA-2016-122756,"Technology,Furniture","Machines,Furnishings"
CA-2016-124058,"Technology,Furniture","Phones,Chairs"
CA-2016-133452,"Technology,Furniture","Accessories,Tables"
CA-2016-139731,"Technology,Furniture","Accessories,Chairs"
CA-2016-144519,"Technology,Furniture","Phones,Furnishings"
CA-2016-166219,"Technology,Furniture","Phones,Tables"
CA-2017-100468,"Technology,Furniture","Phones,Furnishings"
CA-2017-102981,"Technology,Furniture","Accessories,Bookcases"
CA-2017-104276,"Technology,Furniture","Phones,Tables"
CA-2017-117590,"Technology,Furniture","Phones,Furnishings"
CA-2017-124506,"Technology,Furniture","Accessories,Chairs"
CA-2017-134180,"Technology,Furniture","Accessories,Chairs"
CA-2017-140935,"Technology,Furniture","Phones,Bookcases"
CA-2017-145709,"Technology,Furniture","Phones,Furnishings"
CA-2017-149111,"Technology,Furniture","Phones,Furnishings"
CA-2017-149965,"Technology,Furniture","Accessories,Furnishings"
CA-2017-151148,"Technology,Furniture","Phones,Chairs"
CA-2017-152289,"Technology,Furniture","Accessories,Chairs"
CA-2017-153598,"Technology,Furniture","Accessories,Furnishings"
CA-2017-155992,"Technology,Furniture","Phones,Furnishings"
CA-2017-164091,"Technology,Furniture","Phones,Furnishings"
CA-2017-164399,"Technology,Furniture","Phones,Tables"
CA-2017-169103,"Technology,Furniture","Phones,Furnishings"
CA-2018-100097,"Technology,Furniture","Phones,Furnishings"
CA-2018-112844,"Technology,Furniture","Phones,Furnishings"
CA-2018-113355,"Technology,Furniture","Phones,Chairs"
CA-2018-115994,"Technology,Furniture","Accessories,Furnishings"
CA-2018-123085,"Technology,Furniture","Accessories,Chairs"
CA-2018-124296,"Technology,Furniture","Machines,Chairs"
CA-2018-128783,"Technology,Furniture","Accessories,Furnishings"
CA-2018-136364,"Technology,Furniture","Phones,Furnishings"
CA-2018-142090,"Technology,Furniture","Accessories,Tables"
CA-2018-145884,"Technology,Furniture","Phones,Tables"
CA-2018-149888,"Technology,Furniture","Phones,Tables"
CA-2018-159100,"Technology,Furniture","Accessories,Tables"
CA-2018-162789,"Technology,Furniture","Accessories,Furnishings"
CA-2018-166198,"Technology,Furniture","Accessories,Furnishings"
US-2015-115189,"Technology,Furniture","Phones,Tables"
US-2016-160563,"Technology,Furniture","Accessories,Furnishings"
US-2018-105998,"Technology,Furniture","Accessories,Tables"
US-2018-133081,"Technology,Furniture","Accessories,Furnishings"
US-2018-167318,"Technology,Furniture","Accessories,Chairs"
CA-2015-102330,"Office Supplies,Technology","Labels,Phones"
CA-2015-106376,"Office Supplies,Technology","Art,Phones"
CA-2015-106803,"Office Supplies,Technology","Storage,Accessories"
CA-2015-109855,"Office Supplies,Technology","Binders,Accessories"
CA-2015-110184,"Office Supplies,Technology","Storage,Phones"
CA-2015-111150,"Office Supplies,Technology","Art,Accessories"
CA-2015-117639,"Office Supplies,Technology","Binders,Phones"
CA-2015-120838,"Office Supplies,Technology","Storage,Phones"
CA-2015-120852,"Office Supplies,Technology","Appliances,Accessories"
CA-2015-123400,"Office Supplies,Technology","Binders,Phones"
CA-2015-124394,"Office Supplies,Technology","Binders,Accessories"
CA-2015-124807,"Office Supplies,Technology","Paper,Accessories"
CA-2015-127299,"Office Supplies,Technology","Storage,Machines"
CA-2015-127691,"Office Supplies,Technology","Art,Accessories"
CA-2015-128839,"Office Supplies,Technology","Fasteners,Machines"
CA-2015-132962,"Office Supplies,Technology","Paper,Accessories"
CA-2015-133809,"Office Supplies,Technology","Binders,Phones"
CA-2015-134313,"Office Supplies,Technology","Art,Phones"
CA-2015-135405,"Office Supplies,Technology","Art,Accessories"
CA-2015-138128,"Office Supplies,Technology","Envelopes,Copiers"
CA-2015-138240,"Office Supplies,Technology","Art,Phones"
CA-2015-146843,"Office Supplies,Technology","Supplies,Accessories"
CA-2015-148915,"Office Supplies,Technology","Storage,Phones"
CA-2015-150518,"Office Supplies,Technology","Storage,Phones"
CA-2015-153087,"Office Supplies,Technology","Paper,Accessories"
CA-2015-154781,"Office Supplies,Technology","Paper,Accessories"
CA-2015-159709,"Office Supplies,Technology","Envelopes,Phones"
CA-2015-159800,"Office Supplies,Technology","Appliances,Accessories"
CA-2015-163748,"Office Supplies,Technology","Appliances,Copiers"
CA-2015-165806,"Office Supplies,Technology","Paper,Phones"
CA-2015-166191,"Office Supplies,Technology","Storage,Accessories"
CA-2016-103716,"Office Supplies,Technology","Art,Phones"
CA-2016-110093,"Office Supplies,Technology","Paper,Accessories"
CA-2016-110877,"Office Supplies,Technology","Paper,Phones"
CA-2016-113901,"Office Supplies,Technology","Binders,Phones"
CA-2016-116687,"Office Supplies,Technology","Labels,Phones"
CA-2016-116876,"Office Supplies,Technology","Binders,Phones"
CA-2016-117611,"Office Supplies,Technology","Fasteners,Accessories"
CA-2016-120341,"Office Supplies,Technology","Binders,Phones"
CA-2016-120915,"Office Supplies,Technology","Appliances,Phones"
CA-2016-121405,"Office Supplies,Technology","Paper,Phones"
CA-2016-121608,"Office Supplies,Technology","Appliances,Phones"
CA-2016-125976,"Office Supplies,Technology","Paper,Phones"
CA-2016-129532,"Office Supplies,Technology","Storage,Accessories"
CA-2016-130113,"Office Supplies,Technology","Storage,Phones"
CA-2016-135622,"Office Supplies,Technology","Paper,Phones"
CA-2016-136147,"Office Supplies,Technology","Binders,Accessories"
CA-2016-140025,"Office Supplies,Technology","Appliances,Accessories"
CA-2016-141810,"Office Supplies,Technology","Binders,Phones"
CA-2016-143490,"Office Supplies,Technology","Art,Phones"
CA-2016-145814,"Office Supplies,Technology","Binders,Phones"
CA-2016-147501,"Office Supplies,Technology","Binders,Machines"
CA-2016-148873,"Office Supplies,Technology","Binders,Accessories"
CA-2016-151589,"Office Supplies,Technology","Paper,Phones"
CA-2016-160171,"Office Supplies,Technology","Appliances,Accessories"
CA-2016-167374,"Office Supplies,Technology","Paper,Accessories"
CA-2017-104150,"Office Supplies,Technology","Envelopes,Accessories"
CA-2017-105662,"Office Supplies,Technology","Paper,Phones"
CA-2017-105816,"Office Supplies,Technology","Fasteners,Phones"
CA-2017-108868,"Office Supplies,Technology","Art,Phones"
CA-2017-109743,"Office Supplies,Technology","Art,Phones"
CA-2017-112739,"Office Supplies,Technology","Binders,Accessories"
CA-2017-113236,"Office Supplies,Technology","Storage,Accessories"
CA-2017-114104,"Office Supplies,Technology","Labels,Phones"
CA-2017-114482,"Office Supplies,Technology","Paper,Phones"
CA-2017-114867,"Office Supplies,Technology","Paper,Phones"
CA-2017-121223,"Office Supplies,Technology","Paper,Phones"
CA-2017-121755,"Office Supplies,Technology","Binders,Accessories"
CA-2017-123932,"Office Supplies,Technology","Paper,Phones"
CA-2017-125661,"Office Supplies,Technology","Envelopes,Accessories"
CA-2017-127761,"Office Supplies,Technology","Binders,Phones"
CA-2017-129686,"Office Supplies,Technology","Storage,Accessories"
CA-2017-130162,"Office Supplies,Technology","Storage,Phones"
CA-2017-132094,"Office Supplies,Technology","Art,Accessories"
CA-2017-133872,"Office Supplies,Technology","Binders,Accessories"
CA-2017-136021,"Office Supplies,Technology","Paper,Machines"
CA-2017-137729,"Office Supplies,Technology","Storage,Phones"
CA-2017-139234,"Office Supplies,Technology","Binders,Accessories"
CA-2017-139381,"Office Supplies,Technology","Appliances,Phones"
CA-2017-142370,"Office Supplies,Technology","Supplies,Accessories"
CA-2017-142524,"Office Supplies,Technology","Envelopes,Accessories"
CA-2017-145625,"Office Supplies,Technology","Paper,Accessories"
CA-2017-147109,"Office Supplies,Technology","Paper,Accessories"
CA-2017-149916,"Office Supplies,Technology","Binders,Machines"
CA-2017-158099,"Office Supplies,Technology","Binders,Phones"
CA-2017-158834,"Office Supplies,Technology","Appliances,Phones"
CA-2017-159016,"Office Supplies,Technology","Paper,Phones"
CA-2017-159023,"Office Supplies,Technology","Binders,Machines"
CA-2017-160535,"Office Supplies,Technology","Storage,Machines"
CA-2017-162138,"Office Supplies,Technology","Binders,Accessories"
CA-2017-166380,"Office Supplies,Technology","Envelopes,Accessories"
CA-2017-168844,"Office Supplies,Technology","Binders,Phones"
CA-2018-100902,"Office Supplies,Technology","Paper,Accessories"
CA-2018-101182,"Office Supplies,Technology","Paper,Phones"
CA-2018-101245,"Office Supplies,Technology","Paper,Accessories"
CA-2018-101308,"Office Supplies,Technology","Fasteners,Phones"
CA-2018-101798,"Office Supplies,Technology","Binders,Accessories"
CA-2018-104640,"Office Supplies,Technology","Binders,Phones"
CA-2018-107321,"Office Supplies,Technology","Binders,Phones"
CA-2018-107517,"Office Supplies,Technology","Appliances,Phones"
CA-2018-110373,"Office Supplies,Technology","Art,Phones"
CA-2018-118724,"Office Supplies,Technology","Art,Phones"
CA-2018-119193,"Office Supplies,Technology","Binders,Phones"
CA-2018-120019,"Office Supplies,Technology","Storage,Phones"
CA-2018-121503,"Office Supplies,Technology","Paper,Machines"
CA-2018-122644,"Office Supplies,Technology","Paper,Accessories"
CA-2018-122707,"Office Supplies,Technology","Supplies,Accessories"
CA-2018-123022,"Office Supplies,Technology","Binders,Accessories"
CA-2018-124401,"Office Supplies,Technology","Storage,Accessories"
CA-2018-125115,"Office Supplies,Technology","Paper,Accessories"
CA-2018-127397,"Office Supplies,Technology","Paper,Accessories"
CA-2018-130036,"Office Supplies,Technology","Paper,Accessories"
CA-2018-130771,"Office Supplies,Technology","Fasteners,Phones"
CA-2018-135587,"Office Supplies,Technology","Appliances,Accessories"
CA-2018-136007,"Office Supplies,Technology","Fasteners,Phones"
CA-2018-138779,"Office Supplies,Technology","Envelopes,Phones"
CA-2018-139822,"Office Supplies,Technology","Storage,Accessories"
CA-2018-140242,"Office Supplies,Technology","Art,Accessories"
CA-2018-140844,"Office Supplies,Technology","Paper,Accessories"
CA-2018-144113,"Office Supplies,Technology","Envelopes,Phones"
CA-2018-144456,"Office Supplies,Technology","Storage,Phones"
CA-2018-144589,"Office Supplies,Technology","Art,Phones"
CA-2018-144862,"Office Supplies,Technology","Envelopes,Phones"
CA-2018-151211,"Office Supplies,Technology","Binders,Accessories"
CA-2018-152737,"Office Supplies,Technology","Binders,Accessories"
CA-2018-157469,"Office Supplies,Technology","Art,Phones"
CA-2018-159597,"Office Supplies,Technology","Storage,Accessories"
CA-2018-161053,"Office Supplies,Technology","Binders,Accessories"
CA-2018-165904,"Office Supplies,Technology","Art,Phones"
CA-2018-166856,"Office Supplies,Technology","Binders,Accessories"
CA-2018-167101,"Office Supplies,Technology","Paper,Accessories"
CA-2018-167626,"Office Supplies,Technology","Paper,Accessories"
US-2015-103905,"Office Supplies,Technology","Binders,Phones"
US-2015-104759,"Office Supplies,Technology","Binders,Accessories"
US-2015-109456,"Office Supplies,Technology","Binders,Accessories"
US-2015-115413,"Office Supplies,Technology","Art,Accessories"
US-2015-150574,"Office Supplies,Technology","Binders,Accessories"
US-2015-168501,"Office Supplies,Technology","Envelopes,Phones"
US-2016-107944,"Office Supplies,Technology","Paper,Accessories"
US-2016-109015,"Office Supplies,Technology","Appliances,Phones"
US-2016-115343,"Office Supplies,Technology","Supplies,Accessories"
US-2016-156797,"Office Supplies,Technology","Art,Phones"
US-2016-161991,"Office Supplies,Technology","Binders,Phones"
US-2016-163825,"Office Supplies,Technology","Binders,Phones"
US-2016-166520,"Office Supplies,Technology","Paper,Accessories"
US-2017-108777,"Office Supplies,Technology","Binders,Accessories"
US-2017-144211,"Office Supplies,Technology","Paper,Phones"
US-2017-156692,"Office Supplies,Technology","Appliances,Accessories"
US-2017-162677,"Office Supplies,Technology","Storage,Accessories"
US-2018-100482,"Office Supplies,Technology","Storage,Accessories"
US-2018-120147,"Office Supplies,Technology","Art,Phones"
US-2018-131961,"Office Supplies,Technology","Art,Phones"
US-2018-132297,"Office Supplies,Technology","Binders,Phones"
US-2018-135986,"Office Supplies,Technology","Paper,Phones"
US-2018-152569,"Office Supplies,Technology","Paper,Phones"
US-2018-169320,"Office Supplies,Technology","Art,Accessories"
CA-2015-100363,"Office Supplies,Office Supplies","Fasteners,Paper"
CA-2015-103100,"Office Supplies,Office Supplies","Labels,Binders"
CA-2015-103744,"Office Supplies,Office Supplies","Labels,Binders"
CA-2015-107181,"Office Supplies,Office Supplies","Binders,Paper"
CA-2015-107524,"Office Supplies,Office Supplies","Envelopes,Paper"
CA-2015-108147,"Office Supplies,Office Supplies","Binders,Storage"
CA-2015-109043,"Office Supplies,Office Supplies","Paper,Appliances"
CA-2015-109932,"Office Supplies,Office Supplies","Paper,Storage"
CA-2015-110639,"Office Supplies,Office Supplies","Paper,Paper"
CA-2015-111003,"Office Supplies,Office Supplies","Binders,Art"
CA-2015-111059,"Office Supplies,Office Supplies","Binders,Binders"
CA-2015-111899,"Office Supplies,Office Supplies","Art,Fasteners"
CA-2015-111934,"Office Supplies,Office Supplies","Binders,Paper"
CA-2015-111962,"Office Supplies,Office Supplies","Binders,Storage"
CA-2015-113362,"Office Supplies,Office Supplies","Storage,Envelopes"
CA-2015-116757,"Office Supplies,Office Supplies","Paper,Fasteners"
CA-2015-116785,"Office Supplies,Office Supplies","Art,Labels"
CA-2015-118192,"Office Supplies,Office Supplies","Paper,Binders"
CA-2015-119172,"Office Supplies,Office Supplies","Paper,Binders"
CA-2015-120096,"Office Supplies,Office Supplies","Paper,Appliances"
CA-2015-121286,"Office Supplies,Office Supplies","Fasteners,Appliances"
CA-2015-122070,"Office Supplies,Office Supplies","Envelopes,Binders"
CA-2015-122567,"Office Supplies,Office Supplies","Binders,Appliances"
CA-2015-123498,"Office Supplies,Office Supplies","Binders,Envelopes"
CA-2015-124646,"Office Supplies,Office Supplies","Storage,Storage"
CA-2015-125136,"Office Supplies,Office Supplies","Paper,Paper"
CA-2015-125542,"Office Supplies,Office Supplies","Envelopes,Storage"
CA-2015-126200,"Office Supplies,Office Supplies","Binders,Binders"
CA-2015-128055,"Office Supplies,Office Supplies","Binders,Appliances"
CA-2015-131800,"Office Supplies,Office Supplies","Appliances,Binders"
CA-2015-133305,"Office Supplies,Office Supplies","Paper,Binders"
CA-2015-133424,"Office Supplies,Office Supplies","Storage,Labels"
CA-2015-133704,"Office Supplies,Office Supplies","Appliances,Binders"
CA-2015-133851,"Office Supplies,Office Supplies","Supplies,Art"
CA-2015-134103,"Office Supplies,Office Supplies","Paper,Storage"
CA-2015-135699,"Office Supplies,Office Supplies","Paper,Paper"
CA-2015-135755,"Office Supplies,Office Supplies","Binders,Binders"
CA-2015-138359,"Office Supplies,Office Supplies","Storage,Binders"
CA-2015-138709,"Office Supplies,Office Supplies","Paper,Binders"
CA-2015-139451,"Office Supplies,Office Supplies","Art,Storage"
CA-2015-140004,"Office Supplies,Office Supplies","Art,Art"
CA-2015-140165,"Office Supplies,Office Supplies","Fasteners,Binders"
CA-2015-142965,"Office Supplies,Office Supplies","Storage,Binders"
CA-2015-143168,"Office Supplies,Office Supplies","Paper,Binders"
CA-2015-146500,"Office Supplies,Office Supplies","Binders,Storage"
CA-2015-146528,"Office Supplies,Office Supplies","Paper,Supplies"
CA-2015-146731,"Office Supplies,Office Supplies","Paper,Paper"
CA-2015-146990,"Office Supplies,Office Supplies","Fasteners,Paper"
CA-2015-148285,"Office Supplies,Office Supplies","Paper,Paper"
CA-2015-148488,"Office Supplies,Office Supplies","Paper,Binders"
CA-2015-151001,"Office Supplies,Office Supplies","Storage,Storage"
CA-2015-152562,"Office Supplies,Office Supplies","Storage,Art"
CA-2015-153479,"Office Supplies,Office Supplies","Labels,Binders"
CA-2015-156433,"Office Supplies,Office Supplies","Labels,Paper"
CA-2015-157546,"Office Supplies,Office Supplies","Binders,Paper"
CA-2015-157623,"Office Supplies,Office Supplies","Paper,Art"
CA-2015-158225,"Office Supplies,Office Supplies","Storage,Storage"
CA-2015-158470,"Office Supplies,Office Supplies","Binders,Paper"
CA-2015-160094,"Office Supplies,Office Supplies","Art,Storage"
CA-2015-161249,"Office Supplies,Office Supplies","Fasteners,Binders"
CA-2015-162362,"Office Supplies,Office Supplies","Binders,Binders"
CA-2015-163650,"Office Supplies,Office Supplies","Art,Binders"
CA-2015-165379,"Office Supplies,Office Supplies","Paper,Paper"
CA-2015-165428,"Office Supplies,Office Supplies","Binders,Paper"
CA-2015-168305,"Office Supplies,Office Supplies","Labels,Paper"
CA-2015-168823,"Office Supplies,Office Supplies","Paper,Labels"
CA-2015-169257,"Office Supplies,Office Supplies","Binders,Paper"
CA-2015-169649,"Office Supplies,Office Supplies","Paper,Appliances"
CA-2016-100216,"Office Supplies,Office Supplies","Paper,Paper"
CA-2016-100734,"Office Supplies,Office Supplies","Binders,Storage"
CA-2016-103072,"Office Supplies,Office Supplies","Art,Paper"
CA-2016-104038,"Office Supplies,Office Supplies","Storage,Paper"
CA-2016-105312,"Office Supplies,Office Supplies","Envelopes,Binders"
CA-2016-105347,"Office Supplies,Office Supplies","Paper,Art"
